ntw,fdr,solve_time,n_bus,termination_status,objective,criterion,rescaler,eq_model,err_max_1,err_max_2,err_max_3,err_avg_1,err_avg_2,err_avg_3,pbase
1,1,1.2976770401000977,118,LOCALLY_SOLVED,126.82029430469585,rwlav,1.0,rIVR,0.0024237346894693257,0.0005188051276854289,0.0004005968302176477,0.002346940251207517,0.0004275511749140528,0.00039492067702215876,100.0
1,2,0.19743585586547852,67,LOCALLY_SOLVED,70.21361496631941,rwlav,1.0,rIVR,0.0023859777103536484,0.000488166297919701,0.00040884347637426544,0.002338757676736059,0.0004179023356927545,0.0003969640549627322,100.0
1,3,0.31885600090026855,82,LOCALLY_SOLVED,89.29320254736251,rwlav,1.0,rIVR,0.002361908294909787,0.00045406107912793203,0.0003988715554874567,0.00233768763390094,0.00041961272497823877,0.00039555575453204255,100.0
1,4,0.5468811988830566,157,LOCALLY_SOLVED,172.26843442328666,rwlav,1.0,rIVR,0.0025320525143446293,0.0005260891486553732,0.0004012453773638569,0.0023460269485963327,0.00042502921308500504,0.0003956756834675297,100.0
2,1,1.8053669929504395,364,LOCALLY_SOLVED,406.2222279223343,rwlav,1.0,rIVR,0.0024732197930168454,0.0005846381149288149,0.0004035920219718214,0.002341876411318018,0.0004334413187906815,0.00039038412013528634,100.0
2,2,1.433243989944458,283,LOCALLY_SOLVED,330.5616784444812,rwlav,1.0,rIVR,0.0024230788971348893,0.0005085354129485964,0.0004034372679977416,0.0023442343824140437,0.00042208446299397316,0.0003867064794901515,100.0
2,3,0.9935648441314697,232,LOCALLY_SOLVED,261.4549072711659,rwlav,1.0,rIVR,0.002484535343175498,0.0004680950228517222,0.00039845462998600034,0.0023552923773206367,0.0004195429056105212,0.0003945576587327655,100.0
2,4,0.8829190731048584,247,LOCALLY_SOLVED,254.53800120903801,rwlav,1.0,rIVR,0.0028505577238318036,0.0008518698089612364,0.00041721990225740413,0.0023706603942981537,0.00044557037503636135,0.00038639168534393826,100.0
2,5,0.1644279956817627,53,LOCALLY_SOLVED,51.43578360609642,rwlav,1.0,rIVR,0.0023966651167532937,0.00045791561595853736,0.00040220337791185834,0.002341730325416857,0.00041930038088661034,0.00039673870982452435,100.0
3,1,0.9225420951843262,191,LOCALLY_SOLVED,216.6542476531405,rwlav,1.0,rIVR,0.0025541739433714294,0.0004572050376954184,0.0004271398795931969,0.0023510279360912834,0.0004177892650958475,0.0003945697427644604,100.0
3,2,0.5816571712493896,141,LOCALLY_SOLVED,157.23222963194755,rwlav,1.0,rIVR,0.002535521069499058,0.00043992624122712876,0.0004340907255040438,0.0023657925068589613,0.0004191007146474311,0.00039557415494680185,100.0
3,3,1.0748038291931152,208,LOCALLY_SOLVED,233.32482027366603,rwlav,1.0,rIVR,0.0024585779636612237,0.00046763947258754435,0.000399100549964837,0.0023503975013452064,0.00042074646549048123,0.0003955945893822446,100.0
3,4,0.36281394958496094,79,LOCALLY_SOLVED,87.0137107577205,rwlav,1.0,rIVR,0.002387150679185046,0.00042879586642907697,0.00040240790050605213,0.0023407197032954607,0.0004176442779904117,0.0003953521942749386,100.0
3,5,0.19591498374938965,44,LOCALLY_SOLVED,46.74233058569281,rwlav,1.0,rIVR,0.002400074157434373,0.00042820480523331206,0.00041415236276742817,0.0023419255281711556,0.0004164715469632112,0.0003971621431725308,100.0
3,6,0.30979084968566895,103,LOCALLY_SOLVED,113.04646159887045,rwlav,1.0,rIVR,0.0023960865397001374,0.0004442239800108716,0.0004003657704534369,0.0023430981145869502,0.00041856594032004587,0.00039517347919122014,100.0
4,1,0.22977495193481445,54,LOCALLY_SOLVED,54.00640919899922,rwlav,1.0,rIVR,0.0023670100698118812,0.00041870271184929475,0.00040051203100177624,0.0023375069400627885,0.0004164628895612191,0.0003944208856957413,100.0
4,2,0.16247296333312988,36,LOCALLY_SOLVED,35.09404247961523,rwlav,1.0,rIVR,0.002365509287689971,0.000426838886238734,0.00039777377671934566,0.0023411134491940705,0.00041638312879543584,0.00039603044565769067,100.0
4,3,0.18822407722473145,40,LOCALLY_SOLVED,37.45398210503368,rwlav,1.0,rIVR,0.002355737396298574,0.0004456117548496952,0.00039784918130614244,0.002338914324090069,0.0004188466061411988,0.0003965135322882729,100.0
4,4,0.6594789028167725,180,LOCALLY_SOLVED,195.78889034387262,rwlav,1.0,rIVR,0.0024009047384887516,0.0004564766168810852,0.0003981778547417214,0.0023407593502760265,0.00041948919991677454,0.0003952585447402747,100.0
4,5,0.22107481956481934,45,LOCALLY_SOLVED,44.614816282283684,rwlav,1.0,rIVR,0.0023401714868660495,0.0004324567301245974,0.00040260807844649804,0.0023363379478455104,0.00041823818947390735,0.0003958385958445628,100.0
4,6,0.3042888641357422,60,LOCALLY_SOLVED,56.35512677077667,rwlav,1.0,rIVR,0.002404281850943102,0.00042336326177583317,0.00039986898121147085,0.0023507152537300662,0.0004168592890892442,0.0003961424290230257,100.0
5,1,0.06233716011047363,12,LOCALLY_SOLVED,7.6183960640295005,rwlav,1.0,rIVR,0.002344111697078155,0.0004188683895010037,0.0003980442907443038,0.0023383111335073905,0.00041710290521536814,0.00039644087646777587,100.0
5,2,0.17250514030456543,40,LOCALLY_SOLVED,39.8406134323372,rwlav,1.0,rIVR,0.002341565216448238,0.00041878859915556177,0.0003985975691134236,0.002337129787396647,0.00041636708427241485,0.0003916499490151937,100.0
5,3,1.7360758781433105,317,LOCALLY_SOLVED,346.2485300732363,rwlav,1.0,rIVR,0.002803040575922733,0.0006995323978424839,0.00041773639936271145,0.0023551021163770725,0.00042624729923075724,0.00039289362862231334,100.0
