form,resc,crit,nobd_obj,nobd_conv,bd_obj,bd_conv,power_base
acr,1,rwls,123.16953814988649,LOCALLY_SOLVED,2965.068912914058,LOCALLY_SOLVED,10.0
acp,1,rwls,123.16959239570676,LOCALLY_SOLVED,2965.069181125382,LOCALLY_SOLVED,10.0
ivr,1,rwls,123.1695441207127,LOCALLY_SOLVED,2965.068914391192,LOCALLY_SOLVED,10.0
acr,1,wlav,259.0052170507869,LOCALLY_SOLVED,363.7514914346026,LOCALLY_SOLVED,10.0
acp,1,wlav,262.2662556694137,LOCALLY_SOLVED,363.97504268268483,LOCALLY_SOLVED,10.0
ivr,1,wlav,128.1450406054499,LOCALLY_SOLVED,363.5450549956943,LOCALLY_SOLVED,10.0
acr,1,rwlav,127.5389262633317,LOCALLY_SOLVED,363.28042295223304,LOCALLY_SOLVED,10.0
acp,1,rwlav,127.53907000467487,LOCALLY_SOLVED,363.2805899981063,LOCALLY_SOLVED,10.0
ivr,1,rwlav,127.53892625837065,LOCALLY_SOLVED,363.2804229348689,LOCALLY_SOLVED,10.0
acr,1,wls,11650.639838964857,NUMERICAL_ERROR,7322.369213770606,NUMERICAL_ERROR,10.0
acp,1,wls,11674.485797125128,NUMERICAL_ERROR,10200.921714384001,NUMERICAL_ERROR,10.0
ivr,1,wls,0.0002263776351351819,LOCALLY_SOLVED,101.76014687858877,LOCALLY_INFEASIBLE,10.0
acr,10,rwls,1.2320931347674144,LOCALLY_SOLVED,29.651065847464494,LOCALLY_SOLVED,10.0
acp,10,rwls,1.232093906210147,LOCALLY_SOLVED,29.65087477262733,LOCALLY_SOLVED,10.0
ivr,10,rwls,1.2320934543584545,LOCALLY_SOLVED,29.651065753418695,LOCALLY_SOLVED,10.0
acr,10,wlav,12.8592520780902,LOCALLY_SOLVED,36.34083711471984,LOCALLY_SOLVED,10.0
acp,10,wlav,26.226814174336113,LOCALLY_SOLVED,36.375370826410006,LOCALLY_SOLVED,10.0
ivr,10,wlav,12.859252096457919,LOCALLY_SOLVED,36.34084033246023,LOCALLY_SOLVED,10.0
acr,10,rwlav,12.754587972697642,LOCALLY_SOLVED,36.328730039600636,LOCALLY_SOLVED,10.0
acp,10,rwlav,12.754598251604945,LOCALLY_SOLVED,36.328744932650324,LOCALLY_SOLVED,10.0
ivr,10,rwlav,12.754587973050667,LOCALLY_SOLVED,36.32873359608816,LOCALLY_SOLVED,10.0
acr,10,wls,1.6838472147361017,NUMERICAL_ERROR,29.757720121267067,NUMERICAL_ERROR,10.0
acp,10,wls,114.20757629397386,NUMERICAL_ERROR,6496.398814552247,NUMERICAL_ERROR,10.0
ivr,10,wls,119.77375535291887,NUMERICAL_ERROR,33.07375099117153,NUMERICAL_ERROR,10.0
acr,100,rwls,0.012711815901640845,LOCALLY_SOLVED,0.29689507982809765,LOCALLY_SOLVED,10.0
acp,100,rwls,0.012711806541873356,LOCALLY_SOLVED,0.2968950762422014,LOCALLY_SOLVED,10.0
ivr,100,rwls,0.012711816013359419,LOCALLY_SOLVED,0.2968950798069125,LOCALLY_SOLVED,10.0
acr,100,wlav,2.5226113299532584,LOCALLY_SOLVED,3.634134764335168,LOCALLY_SOLVED,10.0
acp,100,wlav,1.9500158568944541,LOCALLY_SOLVED,3.6377284720722405,LOCALLY_SOLVED,10.0
ivr,100,wlav,2.467046058804443,LOCALLY_SOLVED,3.634244316920536,LOCALLY_SOLVED,10.0
acr,100,rwlav,1.27614966433793,LOCALLY_SOLVED,3.6335251648436935,LOCALLY_SOLVED,10.0
acp,100,rwlav,1.2761491907340974,LOCALLY_SOLVED,3.633537157312111,LOCALLY_SOLVED,10.0
ivr,100,rwlav,1.2761496499223377,LOCALLY_SOLVED,3.6331686140040267,LOCALLY_SOLVED,10.0
acr,100,wls,1274.6607823295308,NUMERICAL_ERROR,1.571504229450241,NUMERICAL_ERROR,10.0
acp,100,wls,0.02483872036676433,NUMERICAL_ERROR,1.8313630376990833,NUMERICAL_ERROR,10.0
ivr,100,wls,0.014528341828477565,NUMERICAL_ERROR,0.4154266629681605,NUMERICAL_ERROR,10.0
acr,1000,rwls,0.0004107854798532545,LOCALLY_SOLVED,0.0035617783004665672,LOCALLY_SOLVED,10.0
acp,1000,rwls,0.0007440261965446363,LOCALLY_SOLVED,0.0035617798841022083,LOCALLY_SOLVED,10.0
ivr,1000,rwls,0.0007431725828534916,LOCALLY_SOLVED,0.0035617769896352475,LOCALLY_SOLVED,10.0
acr,1000,wlav,0.1928429435630601,LOCALLY_SOLVED,0.3644075810246843,LOCALLY_SOLVED,10.0
acp,1000,wlav,0.12880599792465758,LOCALLY_SOLVED,0.3648391155154482,LOCALLY_SOLVED,10.0
ivr,1000,wlav,0.19239325209696537,LOCALLY_SOLVED,0.3658756884968261,LOCALLY_SOLVED,10.0
acr,1000,rwlav,0.12824521596894733,LOCALLY_SOLVED,0.36389084139875505,LOCALLY_SOLVED,10.0
acp,1000,rwlav,0.12825087439494764,LOCALLY_SOLVED,0.3638910901416473,LOCALLY_SOLVED,10.0
ivr,1000,rwlav,0.12826959574648866,LOCALLY_SOLVED,0.3638909101143863,LOCALLY_SOLVED,10.0
acr,1000,wls,0.000829311715405564,LOCALLY_SOLVED,0.0037519687994308115,NUMERICAL_ERROR,10.0
acp,1000,wls,0.0005670109568661672,LOCALLY_SOLVED,0.003370557046946779,LOCALLY_SOLVED,10.0
ivr,1000,wls,0.0005099128822416191,NUMERICAL_ERROR,0.004008132955031221,NUMERICAL_ERROR,10.0
acr,10000,rwls,0.9910291149649728,LOCALLY_SOLVED,0.9907729415180384,LOCALLY_SOLVED,10.0
acp,10000,rwls,0.0006858538035869931,LOCALLY_SOLVED,0.0007000743432614409,LOCALLY_SOLVED,10.0
ivr,10000,rwls,0.9907447477642699,LOCALLY_SOLVED,0.9907729434202517,LOCALLY_SOLVED,10.0
acr,10000,wlav,0.012994670391737451,LOCALLY_SOLVED,0.03662643669761111,LOCALLY_SOLVED,10.0
acp,10000,wlav,0.023017395944337563,LOCALLY_SOLVED,0.03656071074614112,LOCALLY_SOLVED,10.0
ivr,10000,wlav,0.013041998620576164,LOCALLY_SOLVED,0.03657897730689641,LOCALLY_SOLVED,10.0
acr,10000,rwlav,0.013254568642204173,LOCALLY_SOLVED,0.03676884596706717,LOCALLY_SOLVED,10.0
acp,10000,rwlav,0.013035365626122772,LOCALLY_SOLVED,0.03676879493969,LOCALLY_SOLVED,10.0
ivr,10000,rwlav,0.013253968226382784,LOCALLY_SOLVED,0.03676882397235712,LOCALLY_SOLVED,10.0
acr,10000,wls,0.5423720326944446,LOCALLY_SOLVED,0.9908092924672591,LOCALLY_SOLVED,10.0
acp,10000,wls,0.00023748250427742737,LOCALLY_SOLVED,0.00039583791154193846,LOCALLY_SOLVED,10.0
ivr,10000,wls,0.9905883621327007,LOCALLY_SOLVED,0.9906634877236907,LOCALLY_SOLVED,10.0
acr,100000,rwls,0.010510233565560084,LOCALLY_SOLVED,0.010510326880137252,LOCALLY_SOLVED,10.0
acp,100000,rwls,0.0006848916679087558,LOCALLY_SOLVED,0.0006850266292143009,LOCALLY_SOLVED,10.0
ivr,100000,rwls,0.01047454674439597,LOCALLY_SOLVED,0.010474649689372438,LOCALLY_SOLVED,10.0
acr,100000,wlav,0.7846573026933543,LOCALLY_SOLVED,0.7869103588379174,LOCALLY_SOLVED,10.0
acp,100000,wlav,0.001414934148997244,LOCALLY_SOLVED,1.5603083506376267,LOCALLY_SOLVED,10.0
ivr,100000,wlav,0.7845470675087309,LOCALLY_SOLVED,0.7869112462663942,LOCALLY_SOLVED,10.0
acr,100000,rwlav,0.63388034701251,LOCALLY_SOLVED,0.6358790437863714,LOCALLY_SOLVED,10.0
acp,100000,rwlav,0.0018286477325233103,LOCALLY_SOLVED,0.004211922673353841,LOCALLY_SOLVED,10.0
ivr,100000,rwlav,0.7473875212389548,LOCALLY_SOLVED,0.7496717083728278,LOCALLY_SOLVED,10.0
acr,100000,wls,0.010014331538256703,LOCALLY_SOLVED,0.010130552637596412,LOCALLY_SOLVED,10.0
acp,100000,wls,0.00022805645783236908,LOCALLY_SOLVED,0.000229152888565088,LOCALLY_SOLVED,10.0
ivr,100000,wls,0.0002241948356362665,LOCALLY_SOLVED,0.00023210449172898076,LOCALLY_SOLVED,10.0
