ntw,fdr,solve_time,n_bus,termination_status,objective,criterion,rescaler,eq_model,linear_solver,tol,err_max,err_avg,seed
1,1,0.1479020118713379,118,OPTIMAL,119.70647663031444,rwlav,100.0,rIVR,mumps,1.0e-5,0.004994603811198983,0.0028455734978188553,1
1,2,0.045828819274902344,67,OPTIMAL,70.95623170581582,rwlav,100.0,rIVR,mumps,1.0e-5,0.004608704924595974,0.002819575977153112,1
1,3,0.07666611671447754,82,OPTIMAL,80.40381259363168,rwlav,100.0,rIVR,mumps,1.0e-5,0.0050462363833367885,0.0028089045491490636,1
1,4,0.28412294387817383,157,OPTIMAL,145.93541613083266,rwlav,100.0,rIVR,mumps,1.0e-5,0.004956478116054708,0.00282393114962217,1
2,1,0.8220040798187256,364,OPTIMAL,298.25501650556987,rwlav,100.0,rIVR,mumps,1.0e-5,0.0042846603552835205,0.0027994344293153874,1
2,2,0.4622008800506592,283,OPTIMAL,247.13184524692946,rwlav,100.0,rIVR,mumps,1.0e-5,0.00493144709441129,0.0027981840377890236,1
2,3,0.2796061038970947,232,OPTIMAL,196.23409679209692,rwlav,100.0,rIVR,mumps,1.0e-5,0.004244029648066139,0.002799391439188056,1
2,4,0.34708213806152344,247,OPTIMAL,195.04759778625902,rwlav,100.0,rIVR,mumps,1.0e-5,0.00491561964226972,0.002800893405090042,1
2,5,0.024281978607177734,53,OPTIMAL,59.22426036823956,rwlav,100.0,rIVR,mumps,1.0e-5,0.003948481883089716,0.002822898616600159,1
3,1,0.3654348850250244,191,OPTIMAL,166.41935805797286,rwlav,100.0,rIVR,mumps,1.0e-5,0.004161055020555526,0.0027988321765855693,1
3,2,0.20942091941833496,141,OPTIMAL,135.3279691058368,rwlav,100.0,rIVR,mumps,1.0e-5,0.0048407289751069005,0.002807122875708886,1
3,3,0.21894097328186035,208,OPTIMAL,188.66273176935695,rwlav,100.0,rIVR,mumps,1.0e-5,0.00630629370057445,0.002822274591845521,1
