form,resc,crit,nobd_obj,nobd_conv,bd_obj,bd_conv,power_base
acr,1,rwls,37.09070206694568,LOCALLY_SOLVED,39.41084261988188,LOCALLY_SOLVED,1000.0
acp,1,rwls,37.09086722666532,LOCALLY_SOLVED,39.411041727418656,LOCALLY_SOLVED,1000.0
ivr,1,rwls,37.090702106150914,LOCALLY_SOLVED,39.410838574437726,LOCALLY_SOLVED,1000.0
acr,1,wlav,189.82948255496277,LOCALLY_SOLVED,437.7603944113024,LOCALLY_SOLVED,1000.0
acp,1,wlav,128.59057762688658,LOCALLY_SOLVED,438.0202211087463,LOCALLY_SOLVED,1000.0
ivr,1,wlav,129.18391768431871,LOCALLY_SOLVED,438.0386907958683,LOCALLY_SOLVED,1000.0
acr,1,rwlav,127.18081306440304,LOCALLY_SOLVED,437.1634169648607,LOCALLY_SOLVED,1000.0
acp,1,rwlav,127.18096227997138,LOCALLY_SOLVED,437.16358598994015,LOCALLY_SOLVED,1000.0
ivr,1,rwlav,127.18081701916353,LOCALLY_SOLVED,437.163419098547,LOCALLY_SOLVED,1000.0
acr,1,wls,0.0001717936193410484,LOCALLY_SOLVED,0.00023422704359669485,LOCALLY_SOLVED,1000.0
acp,1,wls,2.1443673708438875,LOCALLY_SOLVED,0.00017317140700786416,LOCALLY_SOLVED,1000.0
ivr,1,wls,11.466244282751337,LOCALLY_SOLVED,0.00017714471334549434,LOCALLY_SOLVED,1000.0
acr,10,rwls,0.37144666352121,LOCALLY_SOLVED,0.3946494988179267,LOCALLY_SOLVED,1000.0
acp,10,rwls,0.37144684147125073,LOCALLY_SOLVED,0.39464967657654587,LOCALLY_SOLVED,1000.0
ivr,10,rwls,0.37144666353673994,LOCALLY_SOLVED,0.39464947412940615,LOCALLY_SOLVED,1000.0
acr,10,wlav,19.498149458529117,LOCALLY_SOLVED,43.7658371132976,LOCALLY_SOLVED,1000.0
acp,10,wlav,26.226814425325976,LOCALLY_SOLVED,43.80037098301544,LOCALLY_SOLVED,1000.0
ivr,10,wlav,22.623699171736636,LOCALLY_SOLVED,43.7658366696375,LOCALLY_SOLVED,1000.0
