ntw,fdr,solve_time,n_bus,termination_status,objective,criterion,rescaler,eq_model,linear_solver,tol,err_max,err_avg,seed
1,1,0.8037700653076172,118,LOCALLY_SOLVED,93.22667285137416,rwls,100.0,rACP,ma27,1.0e-5,0.0040910026624623175,0.003295436591956464,1
1,2,0.27678704261779785,67,LOCALLY_SOLVED,57.72324517487654,rwls,100.0,rACP,ma27,1.0e-5,0.004090995433205125,0.0032954378091353894,1
1,3,0.6557750701904297,82,LOCALLY_SOLVED,69.5383909709695,rwls,100.0,rACP,ma27,1.0e-5,0.004175606261642706,0.003304679564600749,1
1,4,1.3013360500335693,157,LOCALLY_SOLVED,122.81292683180052,rwls,100.0,rACP,ma27,1.0e-5,0.004091003362519441,0.0032954368754509063,1
2,1,3.66028094291687,364,LOCALLY_SOLVED,270.7446625002582,rwls,100.0,rACP,ma27,1.0e-5,0.004090996283918624,0.0032954363269298605,1
2,2,3.126919984817505,283,LOCALLY_SOLVED,221.92513938569854,rwls,100.0,rACP,ma27,1.0e-5,0.004091089707347173,0.003295434983715809,1
2,3,2.4444868564605713,232,LOCALLY_SOLVED,177.546151327857,rwls,100.0,rACP,ma27,1.0e-5,0.004091023501166413,0.003295436037431405,1
2,4,11.746917009353638,247,LOCALLY_SOLVED,181.97932645714818,rwls,100.0,rACP,ma27,1.0e-5,0.004091010559396091,0.003295435887973909,1
2,5,0.20990204811096191,53,LOCALLY_SOLVED,45.886761046134325,rwls,100.0,rACP,ma27,1.0e-5,0.0040909923959076,0.003295435824011717,1
3,1,1.242828130722046,191,LOCALLY_SOLVED,150.91999250076674,rwls,100.0,rACP,ma27,1.0e-5,0.004090992460897169,0.0032954365368283948,1
3,2,0.8510839939117432,141,LOCALLY_SOLVED,112.45742731654721,rwls,100.0,rACP,ma27,1.0e-5,0.004090995905883021,0.003295435989061212,1
3,3,1.3601560592651367,208,LOCALLY_SOLVED,159.7940120231996,rwls,100.0,rACP,ma27,1.0e-5,0.004091008818265518,0.0032954362243574806,1
3,4,0.317486047744751,79,LOCALLY_SOLVED,68.07918969832342,rwls,100.0,rACP,ma27,1.0e-5,0.004090994628213496,0.0032954365034106293,1
3,5,0.15355992317199707,44,LOCALLY_SOLVED,42.9284586753471,rwls,100.0,rACP,ma27,1.0e-5,0.00409099327279594,0.0032954361851271485,1
3,6,0.4982759952545166,103,LOCALLY_SOLVED,84.35132950468856,rwls,100.0,rACP,ma27,1.0e-5,0.0040909997370990325,0.00329543624516966,1
4,1,0.16653990745544434,54,LOCALLY_SOLVED,47.368173447721894,rwls,100.0,rACP,ma27,1.0e-5,0.004090995339306236,0.003295436597446418,1
4,2,0.12256693840026855,36,LOCALLY_SOLVED,35.53288380691498,rwls,100.0,rACP,ma27,1.0e-5,0.004090991443977066,0.003295437056185259,1
4,3,0.13102197647094727,40,LOCALLY_SOLVED,37.01154610186391,rwls,100.0,rACP,ma27,1.0e-5,0.004090993707515533,0.0032954366791937296,1
4,4,0.939486026763916,180,LOCALLY_SOLVED,136.12641861807745,rwls,100.0,rACP,ma27,1.0e-5,0.004090998080521269,0.0032954363796808923,1
4,5,0.12706613540649414,45,LOCALLY_SOLVED,41.45060522556448,rwls,100.0,rACP,ma27,1.0e-5,0.004091006021864407,0.0032954360516544217,1
4,6,0.3722989559173584,60,LOCALLY_SOLVED,48.846733311061456,rwls,100.0,rACP,ma27,1.0e-5,0.004090994337932363,0.003295436498886962,1
5,1,0.04808998107910156,12,LOCALLY_SOLVED,17.78121645084569,rwls,100.0,rACP,ma27,1.0e-5,0.004090988269156881,0.0032954361987104805,1
5,2,0.1400458812713623,40,LOCALLY_SOLVED,38.49278973579007,rwls,100.0,rACP,ma27,1.0e-5,0.00409100072866897,0.003295435867739458,1
5,3,18.35576105117798,317,LOCALLY_SOLVED,242.63246122564578,rwls,100.0,rACP,ma27,1.0e-5,0.004091163871871473,0.003295434065159625,1
5,4,0.27385401725769043,65,LOCALLY_SOLVED,56.24299828196017,rwls,100.0,rACP,ma27,1.0e-5,0.004090996179672235,0.0032954371045833737,1
5,5,0.48427486419677734,104,LOCALLY_SOLVED,84.3497535591592,rwls,100.0,rACP,ma27,1.0e-5,0.0040909997316531665,0.0032954371445542974,1
5,6,0.13346481323242188,38,LOCALLY_SOLVED,37.01088106600237,rwls,100.0,rACP,ma27,1.0e-5,0.004090997056710011,0.003295437336061348,1
5,7,0.15470004081726074,48,LOCALLY_SOLVED,45.88847038948609,rwls,100.0,rACP,ma27,1.0e-5,0.004090998253597267,0.0032954373358723243,1
5,8,0.4042830467224121,84,LOCALLY_SOLVED,68.07864069583127,rwls,100.0,rACP,ma27,1.0e-5,0.004090999236093795,0.003295436621626117,1
6,1,1.2476649284362793,201,LOCALLY_SOLVED,184.94477259186323,rwls,100.0,rACP,ma27,1.0e-5,0.004091002643620945,0.0032954360472469526,1
6,2,0.42597293853759766,89,LOCALLY_SOLVED,91.74744787479601,rwls,100.0,rACP,ma27,1.0e-5,0.004091000903488684,0.0032954355571166837,1
7,1,2.4943950176239014,139,LOCALLY_SOLVED,116.89658538739648,rwls,100.0,rACP,ma27,1.0e-5,0.004091047254421998,0.003295437611193874,1
7,2,1.2007567882537842,121,LOCALLY_SOLVED,97.66601728523129,rwls,100.0,rACP,ma27,1.0e-5,0.004091007065136099,0.003295436601639522,1
7,3,1.1239850521087646,107,LOCALLY_SOLVED,85.83270356171262,rwls,100.0,rACP,ma27,1.0e-5,0.0040910138069596425,0.0032954372907832885,1
7,4,113.94751596450806,358,LOCALLY_SOLVED,287.0019011290941,rwls,100.0,rACP,ma27,1.0e-5,0.00409112931889144,0.0032954356169493373,1
7,5,2.9214329719543457,127,LOCALLY_SOLVED,102.10662625754678,rwls,100.0,rACP,ma27,1.0e-5,0.004091103096626858,0.00329543756770432,1
7,6,0.09991884231567383,29,LOCALLY_SOLVED,45.88706605913786,rwls,100.0,rACP,ma27,1.0e-5,0.004090996709704919,0.0032954360272316762,1
7,7,0.14509892463684082,39,LOCALLY_SOLVED,44.408658430169396,rwls,100.0,rACP,ma27,1.0e-5,0.004090998528939238,0.003295436585453703,1
9,1,1.002669095993042,172,LOCALLY_SOLVED,137.60700425795457,rwls,100.0,rACP,ma27,1.0e-5,0.004091006301139455,0.0032954357418708943,1
9,2,0.0968170166015625,25,LOCALLY_SOLVED,42.929845320824484,rwls,100.0,rACP,ma27,1.0e-5,0.0040910012380543925,0.0032954317781689526,1
9,3,0.0898139476776123,24,LOCALLY_SOLVED,41.45015078226163,rwls,100.0,rACP,ma27,1.0e-5,0.004091000174201609,0.0032954299376317187,1
9,4,0.09007716178894043,25,LOCALLY_SOLVED,42.929778071514974,rwls,100.0,rACP,ma27,1.0e-5,0.004090999906664505,0.0032954310433670193,1
9,5,8.78155517578125,252,LOCALLY_SOLVED,195.15688319606244,rwls,100.0,rACP,ma27,1.0e-5,0.004125533902529899,0.0032934763702173265,1
9,6,0.11040210723876953,27,LOCALLY_SOLVED,44.40890641517596,rwls,100.0,rACP,ma27,1.0e-5,0.004090998327230144,0.0032954312608690734,1
10,1,0.09990310668945312,30,LOCALLY_SOLVED,42.92917963931416,rwls,100.0,rACP,ma27,1.0e-5,0.0040909977465295455,0.003295434728225462,1
