ntw,fdr,solve_time,n_bus,termination_status,objective,criterion,rescaler,eq_model,linear_solver,tol,err_max,err_avg,seed
1,1,0.1464219093322754,118,OPTIMAL,119.70647663031444,rwls,100.0,rIVR,mumps,1.0e-5,0.004994603811198983,0.0028455734978188553,1
1,2,0.04654979705810547,67,OPTIMAL,70.95623170581582,rwls,100.0,rIVR,mumps,1.0e-5,0.004608704924595974,0.002819575977153112,1
1,3,0.07809209823608398,82,OPTIMAL,80.40381259363168,rwls,100.0,rIVR,mumps,1.0e-5,0.0050462363833367885,0.0028089045491490636,1
1,4,0.282958984375,157,OPTIMAL,145.93541613083266,rwls,100.0,rIVR,mumps,1.0e-5,0.004956478116054708,0.00282393114962217,1
2,1,0.8258249759674072,364,OPTIMAL,298.25501650556987,rwls,100.0,rIVR,mumps,1.0e-5,0.0042846603552835205,0.0027994344293153874,1
2,2,0.46483588218688965,283,OPTIMAL,247.13184524692946,rwls,100.0,rIVR,mumps,1.0e-5,0.00493144709441129,0.0027981840377890236,1
2,3,0.2798500061035156,232,OPTIMAL,196.23409679209692,rwls,100.0,rIVR,mumps,1.0e-5,0.004244029648066139,0.002799391439188056,1
2,4,0.34893012046813965,247,OPTIMAL,195.04759778625902,rwls,100.0,rIVR,mumps,1.0e-5,0.00491561964226972,0.002800893405090042,1
2,5,0.02443099021911621,53,OPTIMAL,59.22426036823956,rwls,100.0,rIVR,mumps,1.0e-5,0.003948481883089716,0.002822898616600159,1
3,1,0.36551594734191895,191,OPTIMAL,166.41935805797286,rwls,100.0,rIVR,mumps,1.0e-5,0.004161055020555526,0.0027988321765855693,1
3,2,0.2100660800933838,141,OPTIMAL,135.3279691058368,rwls,100.0,rIVR,mumps,1.0e-5,0.0048407289751069005,0.002807122875708886,1
3,3,0.21758103370666504,208,OPTIMAL,188.66273176935695,rwls,100.0,rIVR,mumps,1.0e-5,0.00630629370057445,0.002822274591845521,1
3,4,0.09020590782165527,79,OPTIMAL,82.01888272822238,rwls,100.0,rIVR,mumps,1.0e-5,0.004933661000759537,0.0028215441041486533,1
3,5,0.027840137481689453,44,OPTIMAL,58.73797632395129,rwls,100.0,rIVR,mumps,1.0e-5,0.005037260612486882,0.0028307500346440467,1
3,6,0.13189220428466797,103,OPTIMAL,124.76410482614949,rwls,100.0,rIVR,mumps,1.0e-5,0.004248826872901512,0.0028631320633213182,1
4,1,0.03864002227783203,54,OPTIMAL,61.078491416301546,rwls,100.0,rIVR,mumps,1.0e-5,0.0049199513938495976,0.0028498384253034404,1
4,2,0.022043943405151367,36,OPTIMAL,50.04577804039281,rwls,100.0,rIVR,mumps,1.0e-5,0.00436177320643405,0.0028090665154128966,1
4,3,0.027582883834838867,40,OPTIMAL,50.80855017482066,rwls,100.0,rIVR,mumps,1.0e-5,0.004492075712724919,0.0028423233797499237,1
4,4,0.3274500370025635,180,OPTIMAL,159.14645064369992,rwls,100.0,rIVR,mumps,1.0e-5,0.004605474708459845,0.0027987126502559646,1
4,5,0.03542304039001465,45,OPTIMAL,61.347403487891,rwls,100.0,rIVR,mumps,1.0e-5,0.004131580038253091,0.0028510200862940046,1
4,6,0.051640987396240234,60,OPTIMAL,66.0208217735483,rwls,100.0,rIVR,mumps,1.0e-5,0.004615553414148099,0.002828135543613022,1
5,1,0.003364086151123047,12,OPTIMAL,42.09304741660537,rwls,100.0,rIVR,mumps,1.0e-5,0.004867827838900718,0.002633595910586755,1
5,2,0.024897098541259766,40,OPTIMAL,61.88459258688562,rwls,100.0,rIVR,mumps,1.0e-5,0.006693255868568948,0.0029329900924346852,1
5,3,0.8653180599212646,317,OPTIMAL,258.7082501077032,rwls,100.0,rIVR,mumps,1.0e-5,0.004899407289481017,0.0028012819827239813,1
5,4,0.04599285125732422,65,OPTIMAL,73.82271768693386,rwls,100.0,rIVR,mumps,1.0e-5,0.005067232569423874,0.0028565391272614305,1
5,5,0.13994884490966797,104,OPTIMAL,105.70785262811415,rwls,100.0,rIVR,mumps,1.0e-5,0.005011853127531607,0.0028305139118279714,1
5,6,0.0223388671875,38,OPTIMAL,57.771686370265165,rwls,100.0,rIVR,mumps,1.0e-5,0.004534748628838181,0.0029145404761439105,1
5,7,0.029042959213256836,48,OPTIMAL,62.15547305918641,rwls,100.0,rIVR,mumps,1.0e-5,0.004281624802441986,0.0028265551187664356,1
5,8,0.08401083946228027,84,OPTIMAL,84.62257250246944,rwls,100.0,rIVR,mumps,1.0e-5,0.004657284794271854,0.0027997676807131793,1
6,1,0.3273630142211914,201,OPTIMAL,208.29156508951866,rwls,100.0,rIVR,mumps,1.0e-5,0.007292894746684486,0.00280493607742389,1
6,2,0.08900189399719238,89,OPTIMAL,124.17186945560708,rwls,100.0,rIVR,mumps,1.0e-5,0.005509903471200062,0.0028456056078039658,1
7,1,0.16238713264465332,139,OPTIMAL,127.46644215231387,rwls,100.0,rIVR,mumps,1.0e-5,0.0041348979363105,0.0028215872135028703,1
7,2,0.13039493560791016,121,OPTIMAL,117.40464827497954,rwls,100.0,rIVR,mumps,1.0e-5,0.004254820105527912,0.0028183461885623188,1
7,3,0.08875918388366699,107,OPTIMAL,109.42949086427777,rwls,100.0,rIVR,mumps,1.0e-5,0.0042638108971226885,0.002770928114124081,1
7,4,0.5877869129180908,358,OPTIMAL,336.85261881306286,rwls,100.0,rIVR,mumps,1.0e-5,0.006228774593676434,0.0027889838869489454,1
7,5,0.14201688766479492,127,OPTIMAL,154.56193885954656,rwls,100.0,rIVR,mumps,1.0e-5,0.007277435374106078,0.002854666201513529,1
7,6,0.018231868743896484,29,OPTIMAL,62.16921132460015,rwls,100.0,rIVR,mumps,1.0e-5,0.003925147817315899,0.002827674546263881,1
7,7,0.025525808334350586,39,OPTIMAL,63.54429448687127,rwls,100.0,rIVR,mumps,1.0e-5,0.005424104278126229,0.0028293793349819575,1
9,1,0.3573310375213623,172,OPTIMAL,160.86017737914625,rwls,100.0,rIVR,mumps,1.0e-5,0.004835641237720512,0.002799693279259282,1
9,2,0.015538930892944336,25,OPTIMAL,55.82230884755601,rwls,100.0,rIVR,mumps,1.0e-5,0.005175683126297459,0.002836362438098131,1
9,3,0.011977910995483398,24,OPTIMAL,53.92180501337703,rwls,100.0,rIVR,mumps,1.0e-5,0.005175133557536293,0.0028735473701912767,1
9,4,0.012169122695922852,25,OPTIMAL,55.323605039475076,rwls,100.0,rIVR,mumps,1.0e-5,0.005175439988822417,0.00283597059928383,1
9,5,0.6075680255889893,252,OPTIMAL,211.53708535446583,rwls,100.0,rIVR,mumps,1.0e-5,0.00403101745690182,0.002784673544096742,1
9,6,0.015412092208862305,27,OPTIMAL,57.074416119397526,rwls,100.0,rIVR,mumps,1.0e-5,0.005125451101040124,0.002889832698496529,1
10,1,0.016491174697875977,30,OPTIMAL,69.14209817145309,rwls,100.0,rIVR,mumps,1.0e-5,0.005761233309763414,0.002941443741208907,1
10,2,0.004296064376831055,16,OPTIMAL,40.97656600774863,rwls,100.0,rIVR,mumps,1.0e-5,0.0042239938372148345,0.002987838343882413,1
10,3,0.023228883743286133,46,OPTIMAL,42.169131185337385,rwls,100.0,rIVR,mumps,1.0e-5,0.004798222341905634,0.002922284757489232,1
10,4,0.008407831192016602,23,OPTIMAL,37.71314614160175,rwls,100.0,rIVR,mumps,1.0e-5,0.004014882456858215,0.002994817384290921,1
10,5,0.010691165924072266,24,OPTIMAL,42.82858058166871,rwls,100.0,rIVR,mumps,1.0e-5,0.004895834923543729,0.0030012279680378595,1
10,6,0.004804134368896484,19,OPTIMAL,35.47464427469979,rwls,100.0,rIVR,mumps,1.0e-5,0.005209667815666452,0.003117754020729982,1
11,1,0.02301192283630371,42,OPTIMAL,69.38350532122368,rwls,100.0,rIVR,mumps,1.0e-5,0.004940036628370947,0.002838057287408659,1
11,2,0.0028100013732910156,10,OPTIMAL,35.77420428048509,rwls,100.0,rIVR,mumps,1.0e-5,0.004556022032003115,0.003221707149401624,1
11,3,0.03620719909667969,65,OPTIMAL,76.43422005982254,rwls,100.0,rIVR,mumps,1.0e-5,0.004911578979390985,0.0028778159776589474,1
11,4,0.08886003494262695,114,OPTIMAL,115.23476914211756,rwls,100.0,rIVR,mumps,1.0e-5,0.00496211179368844,0.0028603232990478226,1
11,5,0.15680289268493652,157,OPTIMAL,157.89955548763007,rwls,100.0,rIVR,mumps,1.0e-5,0.0046434346970365414,0.002828940220440609,1
12,1,0.47187304496765137,247,OPTIMAL,257.66694797040157,rwls,100.0,rIVR,mumps,1.0e-5,0.004412809548423047,0.002794742252057187,1
12,2,0.22512602806091309,167,OPTIMAL,152.66772284670625,rwls,100.0,rIVR,mumps,1.0e-5,0.005216577009715007,0.002779226736636085,1
12,3,0.3287789821624756,153,OPTIMAL,233.62017444722505,rwls,100.0,rIVR,mumps,1.0e-5,0.004852264765140113,0.0028193715727150804,1
13,1,0.07994580268859863,89,OPTIMAL,101.4045522920974,rwls,100.0,rIVR,mumps,1.0e-5,0.004766811899009626,0.002906263581284932,1
13,2,0.06757378578186035,82,OPTIMAL,81.93455145499352,rwls,100.0,rIVR,mumps,1.0e-5,0.004553533433213186,0.002820850129460254,1
13,3,0.0021958351135253906,10,OPTIMAL,32.27393238015043,rwls,100.0,rIVR,mumps,1.0e-5,0.004856694822133578,0.0037780123496662524,1
13,4,0.1565549373626709,182,OPTIMAL,295.52344472611327,rwls,100.0,rIVR,mumps,1.0e-5,0.005832821550495915,0.002673581776762947,1
15,1,0.29310107231140137,167,OPTIMAL,137.12488133476927,rwls,100.0,rIVR,mumps,1.0e-5,0.004371376591214338,0.0027930013101340996,1
15,2,0.3402848243713379,200,OPTIMAL,232.28853970409673,rwls,100.0,rIVR,mumps,1.0e-5,0.005409367760266459,0.002881016503529561,1
15,3,1.782261848449707,306,OPTIMAL,279.1547422091789,rwls,100.0,rIVR,mumps,1.0e-5,0.004984210458992999,0.0027837598468905306,1
15,4,0.6266829967498779,260,OPTIMAL,234.080992785077,rwls,100.0,rIVR,mumps,1.0e-5,0.004041580980254977,0.0027942487985795706,1
15,5,0.03260302543640137,49,OPTIMAL,74.48922467295165,rwls,100.0,rIVR,mumps,1.0e-5,0.005720254461546892,0.002969119656938805,1
15,6,0.16062116622924805,120,OPTIMAL,143.18360366778265,rwls,100.0,rIVR,mumps,1.0e-5,0.005525998311899483,0.002809843140139675,1
15,7,0.09736299514770508,100,OPTIMAL,129.16873004876945,rwls,100.0,rIVR,mumps,1.0e-5,0.004953944224914686,0.002797446570040704,1
16,1,0.06287789344787598,76,OPTIMAL,121.96105302537472,rwls,100.0,rIVR,mumps,1.0e-5,0.011278771794425713,0.0029563687413445353,1
16,2,0.1531219482421875,150,OPTIMAL,179.68409510786816,rwls,100.0,rIVR,mumps,1.0e-5,0.01903891922337242,0.0029400054753675503,1
16,3,0.12864398956298828,142,OPTIMAL,123.67838505585316,rwls,100.0,rIVR,mumps,1.0e-5,0.004908235455085341,0.002803680846199829,1
16,4,0.1193079948425293,127,OPTIMAL,117.37183706126189,rwls,100.0,rIVR,mumps,1.0e-5,0.004355481919132265,0.0028139452165434507,1
17,1,1.2523431777954102,378,OPTIMAL,309.51383514909276,rwls,100.0,rIVR,mumps,1.0e-5,0.005041762784321779,0.002780511516594877,1
17,2,0.006283998489379883,19,OPTIMAL,43.00076992697188,rwls,100.0,rIVR,mumps,1.0e-5,0.004093150969287529,0.00289626665603095,1
17,3,0.17697691917419434,157,OPTIMAL,149.12601890524826,rwls,100.0,rIVR,mumps,1.0e-5,0.004835267016546574,0.0028173385497539437,1
17,4,0.25345301628112793,215,OPTIMAL,191.58816084813074,rwls,100.0,rIVR,mumps,1.0e-5,0.005531107000589008,0.0028137622452963445,1
17,5,0.839353084564209,316,OPTIMAL,272.19380667388344,rwls,100.0,rIVR,mumps,1.0e-5,0.003945726738866062,0.002788666570772818,1
17,6,0.580082893371582,438,OPTIMAL,367.9434941356926,rwls,100.0,rIVR,mumps,1.0e-5,0.004546551017781564,0.0027839311318469707,1
17,7,0.2380208969116211,221,OPTIMAL,205.33183690105935,rwls,100.0,rIVR,mumps,1.0e-5,0.004265353550887863,0.002789183927945016,1
18,1,0.09482192993164062,106,OPTIMAL,112.49829573999796,rwls,100.0,rIVR,mumps,1.0e-5,0.004897131287188605,0.0028070243739469936,1
18,2,0.03146195411682129,53,OPTIMAL,75.29625235187339,rwls,100.0,rIVR,mumps,1.0e-5,0.004424492130399416,0.0028573929225680817,1
18,3,0.11166095733642578,110,OPTIMAL,102.93281435479177,rwls,100.0,rIVR,mumps,1.0e-5,0.004146330008290233,0.0027793484450539057,1
18,4,0.050427913665771484,74,OPTIMAL,89.82312550848846,rwls,100.0,rIVR,mumps,1.0e-5,0.005841320344779466,0.002882966275095411,1
18,5,0.06326103210449219,88,OPTIMAL,107.63318503208465,rwls,100.0,rIVR,mumps,1.0e-5,0.005248715869884069,0.0028581568840274144,1
18,6,0.024883031845092773,46,OPTIMAL,68.80916646700328,rwls,100.0,rIVR,mumps,1.0e-5,0.0057856348828608795,0.00290979216196011,1
18,7,0.0406341552734375,58,OPTIMAL,81.7521660004468,rwls,100.0,rIVR,mumps,1.0e-5,0.007520083669693478,0.0029124613248767252,1
18,8,0.027796030044555664,48,OPTIMAL,77.26369416734056,rwls,100.0,rIVR,mumps,1.0e-5,0.005258319180559634,0.002921871399279814,1
18,9,0.05584287643432617,98,OPTIMAL,117.26181975526588,rwls,100.0,rIVR,mumps,1.0e-5,0.004477312866605354,0.002851833111128645,1
19,1,0.0945730209350586,111,OPTIMAL,101.01161695474802,rwls,100.0,rIVR,mumps,1.0e-5,0.004468128750254818,0.0028130774929735506,1
19,2,0.2525949478149414,214,OPTIMAL,202.7031226093518,rwls,100.0,rIVR,mumps,1.0e-5,0.004432116179052148,0.002792658939870227,1
19,3,0.2073228359222412,138,OPTIMAL,131.7509836702295,rwls,100.0,rIVR,mumps,1.0e-5,0.004883750205757931,0.0028294775847556427,1
19,4,0.07393383979797363,111,OPTIMAL,111.19553519754383,rwls,100.0,rIVR,mumps,1.0e-5,0.004714115179463185,0.0028211724164546813,1
19,5,0.18692994117736816,149,OPTIMAL,135.27022548841745,rwls,100.0,rIVR,mumps,1.0e-5,0.004549316207257625,0.002824216853246341,1
20,1,0.01591777801513672,29,OPTIMAL,65.59378177782875,rwls,100.0,rIVR,mumps,1.0e-5,0.005689631136698625,0.0028703493917436795,1
20,2,0.03546595573425293,56,OPTIMAL,72.49511752610749,rwls,100.0,rIVR,mumps,1.0e-5,0.004224426908058243,0.0028719502356462545,1
20,3,0.08926796913146973,94,OPTIMAL,179.20134999859098,rwls,100.0,rIVR,mumps,1.0e-5,0.007028188112961464,0.0029493137395586655,1
20,4,0.021504878997802734,32,OPTIMAL,68.6771296535429,rwls,100.0,rIVR,mumps,1.0e-5,0.004919034890425555,0.002827959443571639,1
20,5,0.014738082885742188,26,OPTIMAL,63.52663358347903,rwls,100.0,rIVR,mumps,1.0e-5,0.005961271491435882,0.0029057332298344065,1
21,1,0.03163313865661621,51,OPTIMAL,58.974127174859476,rwls,100.0,rIVR,mumps,1.0e-5,0.004002728578252679,0.002801052227347924,1
21,2,0.02587604522705078,50,OPTIMAL,62.09076759242638,rwls,100.0,rIVR,mumps,1.0e-5,0.003993163469924843,0.002827102424312901,1
21,3,0.12077093124389648,132,OPTIMAL,131.7341751168976,rwls,100.0,rIVR,mumps,1.0e-5,0.004589161685318532,0.0027953493804393314,1
21,4,0.024518966674804688,42,OPTIMAL,55.753374477767046,rwls,100.0,rIVR,mumps,1.0e-5,0.004041838980588075,0.002786808884502989,1
21,5,0.04264187812805176,62,OPTIMAL,68.95519249975841,rwls,100.0,rIVR,mumps,1.0e-5,0.004027553281634955,0.002817887073622145,1
22,1,0.03521299362182617,60,OPTIMAL,81.6971225556043,rwls,100.0,rIVR,mumps,1.0e-5,0.0049871353295058984,0.002874225918164048,1
22,2,0.012000083923339844,29,OPTIMAL,52.03153835981879,rwls,100.0,rIVR,mumps,1.0e-5,0.004714648350753081,0.0029144167734414597,1
22,3,0.06466197967529297,100,OPTIMAL,104.36687592176786,rwls,100.0,rIVR,mumps,1.0e-5,0.005768986855904545,0.0027802520181647735,1
22,4,0.04465293884277344,56,OPTIMAL,71.8982445431221,rwls,100.0,rIVR,mumps,1.0e-5,0.004352617040348727,0.0028301415711196117,1
22,5,0.05365705490112305,63,OPTIMAL,74.7417647450557,rwls,100.0,rIVR,mumps,1.0e-5,0.004303458973852203,0.002826574111130289,1
22,6,0.06820392608642578,78,OPTIMAL,91.31044792288172,rwls,100.0,rIVR,mumps,1.0e-5,0.005174318124702149,0.002821264401249696,1
23,1,0.3838798999786377,195,OPTIMAL,195.1168334251525,rwls,100.0,rIVR,mumps,1.0e-5,0.004006058640000809,0.002778850266842403,1
23,2,0.08348202705383301,100,OPTIMAL,100.90545669200135,rwls,100.0,rIVR,mumps,1.0e-5,0.003972286163786531,0.0027710999393457604,1
23,3,0.002048969268798828,6,OPTIMAL,31.478627225422496,rwls,100.0,rIVR,mumps,1.0e-5,0.00472386392422397,0.0036871237419641096,1
23,4,0.23702716827392578,153,OPTIMAL,175.0492077600322,rwls,100.0,rIVR,mumps,1.0e-5,0.006876713732151596,0.002832931601709353,1
23,5,0.05584597587585449,84,OPTIMAL,101.22620009497179,rwls,100.0,rIVR,mumps,1.0e-5,0.005456479207417431,0.0028583145050789798,1
25,1,0.01340794563293457,26,OPTIMAL,56.238306351717696,rwls,100.0,rIVR,mumps,1.0e-5,0.005827665729220888,0.002996629572092204,1
25,2,0.023827075958251953,40,OPTIMAL,79.28460629193657,rwls,100.0,rIVR,mumps,1.0e-5,0.005395990821356222,0.0030163627028161758,1
