ntw,fdr,solve_time,n_bus,termination_status,objective,criterion,rescaler,eq_model,linear_solver,tol,err_max,err_avg,seed
1,1,1.0292761325836182,118,LOCALLY_SOLVED,93.26411268017155,wls,100.0,rACR,mumps,1.0e-5,0.00409185684649338,0.0032953589472080186,1
1,2,0.6058371067047119,67,LOCALLY_SOLVED,57.74015290855774,wls,100.0,rACR,mumps,1.0e-5,0.0040910716623778765,0.0032953910589353,1
1,3,0.7621970176696777,82,LOCALLY_SOLVED,69.55484812220797,wls,100.0,rACR,mumps,1.0e-5,0.004175685435334753,0.003304728105582018,1
1,4,1.6425590515136719,157,LOCALLY_SOLVED,122.89954990177019,wls,100.0,rACR,mumps,1.0e-5,0.004097228662488073,0.003295472398738239,1
2,1,4.174582004547119,364,LOCALLY_SOLVED,270.8906490707276,wls,100.0,rACR,mumps,1.0e-5,0.004093954600081773,0.0032954316839739614,1
2,2,3.718057155609131,283,LOCALLY_SOLVED,222.06591159314203,wls,100.0,rACR,mumps,1.0e-5,0.004091899691800682,0.0032954130009036392,1
2,3,3.1669180393218994,232,LOCALLY_SOLVED,177.64352408578276,wls,100.0,rACR,mumps,1.0e-5,0.004096071238298249,0.0032954251631582667,1
2,4,2.6204469203948975,247,LOCALLY_SOLVED,181.97756112665647,wls,100.0,rACR,mumps,1.0e-5,0.004091525770141047,0.0032954145959245163,1
2,5,0.41820693016052246,53,LOCALLY_SOLVED,45.896287761599204,wls,100.0,rACR,mumps,1.0e-5,0.0040915637680509764,0.0032954718480127684,1
3,1,1.9168610572814941,191,LOCALLY_SOLVED,150.98418058628053,wls,100.0,rACR,mumps,1.0e-5,0.004095524998846356,0.0032954589373129497,1
3,2,1.91147780418396,141,LOCALLY_SOLVED,112.60499358006595,wls,100.0,rACR,mumps,1.0e-5,0.004096167322733768,0.0032948971621174356,1
3,3,2.264930009841919,208,LOCALLY_SOLVED,159.8783971175122,wls,100.0,rACR,mumps,1.0e-5,0.004096348163928454,0.003295503991925756,1
3,4,0.6690950393676758,79,LOCALLY_SOLVED,68.09441034329262,wls,100.0,rACR,mumps,1.0e-5,0.004091111070970266,0.0032954435565978124,1
3,5,0.3611879348754883,44,LOCALLY_SOLVED,42.93636450780394,wls,100.0,rACR,mumps,1.0e-5,0.004091526964365211,0.003295472173327088,1
3,6,0.8051478862762451,103,LOCALLY_SOLVED,84.36650421314764,wls,100.0,rACR,mumps,1.0e-5,0.004091716094265951,0.003295462072139257,1
4,1,0.41875696182250977,54,LOCALLY_SOLVED,47.37120119620067,wls,100.0,rACR,mumps,1.0e-5,0.0040910217874221555,0.0032954300418936502,1
4,2,0.2993772029876709,36,LOCALLY_SOLVED,35.53646520937748,wls,100.0,rACR,mumps,1.0e-5,0.004091100164462347,0.0032954431721033055,1
4,3,0.3134329319000244,40,LOCALLY_SOLVED,37.01510679420608,wls,100.0,rACR,mumps,1.0e-5,0.004091111448986329,0.0032954569680930484,1
4,4,1.6865260601043701,180,LOCALLY_SOLVED,136.15695815442348,wls,100.0,rACR,mumps,1.0e-5,0.004091892814835685,0.0032954442965975376,1
4,5,0.36691999435424805,45,LOCALLY_SOLVED,41.45438115676953,wls,100.0,rACR,mumps,1.0e-5,0.004091279590169528,0.0032954127685613276,1
4,6,0.497391939163208,60,LOCALLY_SOLVED,48.85763144521929,wls,100.0,rACR,mumps,1.0e-5,0.004091916050122046,0.003295477235641524,1
5,1,0.10275006294250488,12,LOCALLY_SOLVED,17.781865626225912,wls,100.0,rACR,mumps,1.0e-5,0.004090992566069485,0.0032954146526929518,1
5,2,0.3583559989929199,40,LOCALLY_SOLVED,38.498495339594236,wls,100.0,rACR,mumps,1.0e-5,0.004091726239375371,0.003295432675742806,1
5,3,6.8270180225372314,317,LOCALLY_SOLVED,242.62764386908248,wls,100.0,rACR,mumps,1.0e-5,0.004091723309697759,0.003295427406793315,1
5,4,0.547234058380127,65,LOCALLY_SOLVED,56.25294383645828,wls,100.0,rACR,mumps,1.0e-5,0.004091167121281325,0.003295434334133594,1
5,5,1.1261749267578125,104,LOCALLY_SOLVED,84.48259049403012,wls,100.0,rACR,mumps,1.0e-5,0.004106209186590215,0.003295951539855734,1
5,6,0.3262619972229004,38,LOCALLY_SOLVED,37.017720627348055,wls,100.0,rACR,mumps,1.0e-5,0.004091835797635834,0.003295480804761389,1
5,7,0.3615889549255371,48,LOCALLY_SOLVED,45.89091811914641,wls,100.0,rACR,mumps,1.0e-5,0.004091018483934894,0.0032954355014231207,1
5,8,0.6427829265594482,84,LOCALLY_SOLVED,68.0860755579257,wls,100.0,rACR,mumps,1.0e-5,0.004091270163512295,0.003295437390326112,1
6,1,2.14520001411438,201,LOCALLY_SOLVED,184.98125562153925,wls,100.0,rACR,mumps,1.0e-5,0.004091748888789493,0.0032954623454546903,1
6,2,1.0047080516815186,89,LOCALLY_SOLVED,91.75795975658224,wls,100.0,rACR,mumps,1.0e-5,0.00409101585990479,0.0032954207464158027,1
7,1,1.6466779708862305,139,LOCALLY_SOLVED,116.91237127760577,wls,100.0,rACR,mumps,1.0e-5,0.004092775462307685,0.003295455431681469,1
7,2,1.1768529415130615,121,LOCALLY_SOLVED,97.74079532757385,wls,100.0,rACR,mumps,1.0e-5,0.004095636670766067,0.00329541298000571,1
7,3,1.093419075012207,107,LOCALLY_SOLVED,86.0167274694135,wls,100.0,rACR,mumps,1.0e-5,0.004115624064071621,0.003295676689070849,1
