ntw,fdr,solve_time,n_bus,termination_status,objective,criterion,rescaler,eq_model,linear_solver,tol,err_max,err_avg,n_meas
1,1,0.7829999923706055,118,LOCALLY_SOLVED,13.966254214165511,rwlav,100.0,rIVR,mumps,1.0e-5,0.1451043993729395,0.007007700599868429,110
1,1,1.2639999389648438,118,LOCALLY_SOLVED,11.683165346093785,rwlav,100.0,rIVR,mumps,1.0e-5,0.14357162606101737,0.008407396892149126,108
1,1,1.562999963760376,118,LOCALLY_SOLVED,11.683153217347275,rwlav,100.0,rIVR,mumps,1.0e-5,0.1435721473820719,0.007407728894345331,106
1,1,2.0530002117156982,118,LOCALLY_SOLVED,10.236193020919586,rwlav,100.0,rIVR,mumps,1.0e-5,0.13915725485623454,0.007523133011477891,104
1,1,0.9759998321533203,118,LOCALLY_SOLVED,8.213964937556147,rwlav,100.0,rIVR,mumps,1.0e-5,0.10088119927727113,0.007051306492604624,102
1,1,0.875999927520752,118,LOCALLY_SOLVED,5.644564779668888,rwlav,100.0,rIVR,mumps,1.0e-5,0.18770705507749996,0.012811141319503264,100
1,1,1.0719997882843018,118,LOCALLY_SOLVED,3.745085510731863,rwlav,100.0,rIVR,mumps,1.0e-5,0.19077152985029233,0.010900060861195656,98
1,1,0.9160001277923584,118,LOCALLY_SOLVED,3.5781870665794355,rwlav,100.0,rIVR,mumps,1.0e-5,0.19076960092888684,0.010602381096138295,96
1,1,0.940000057220459,118,LOCALLY_SOLVED,2.0450496542316374,rwlav,100.0,rIVR,mumps,1.0e-5,0.1907832554036073,0.010832784763550585,94
1,1,0.8680000305175781,118,LOCALLY_SOLVED,1.5978924381941058,rwlav,100.0,rIVR,mumps,1.0e-5,0.1924565690410306,0.016212712545556302,92
